id,state,year,quarter,transaction_type,transaction_count,transaction_amount
2690,lakshadweep,2019,3,Others,10,10278.678434187355
2691,lakshadweep,2019,4,Recharge & bill payments,1801,618155.9004644766
2692,lakshadweep,2019,4,Peer-to-peer payments,1753,10383413.246670496
2693,lakshadweep,2019,4,Merchant payments,188,211413.62244321496
2694,lakshadweep,2019,4,Financial Services,2,34.39721181625656
2695,lakshadweep,2019,4,Others,21,56896.23813384895
2696,lakshadweep,2020,1,Recharge & bill payments,2684,789255.2646123999
2697,lakshadweep,2020,1,Peer-to-peer payments,2068,12463327.261836832
2698,lakshadweep,2020,1,Merchant payments,387,216594.03077193064
2699,lakshadweep,2020,1,Others,12,33192.017283045374
2700,lakshadweep,2020,2,Recharge & bill payments,4497,1061694.138574572
2701,lakshadweep,2020,2,Peer-to-peer payments,2176,14718605.188911092
2702,lakshadweep,2020,2,Merchant payments,472,971609.4583537823
2703,lakshadweep,2020,2,Financial Services,60,158593.59701229632
2704,lakshadweep,2020,2,Others,15,32419.703092655054
2705,lakshadweep,2020,3,Recharge & bill payments,4696,1186947.553816269
2706,lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.618742835
2707,lakshadweep,2020,3,Merchant payments,903,842981.169451366
2708,lakshadweep,2020,3,Financial Services,27,45457.50970027798
2709,lakshadweep,2020,3,Others,17,42055.45694608544
2710,lakshadweep,2020,4,Recharge & bill payments,5187,1499298.1127799235
2711,lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.245665
2712,lakshadweep,2020,4,Merchant payments,1668,1227101.6378793938
2713,lakshadweep,2020,4,Financial Services,22,13968.7539965527
2714,lakshadweep,2020,4,Others,32,86826.16675951776
2715,lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.017422147
2716,lakshadweep,2021,1,Recharge & bill payments,3541,1070209.4218526704
2717,lakshadweep,2021,1,Merchant payments,1537,1040213.7953898906
2718,lakshadweep,2021,1,Financial Services,19,15929.095105497145
2719,lakshadweep,2021,1,Others,46,92715.5843109472
2720,lakshadweep,2021,2,Recharge & bill payments,5499,1745295.828077295
2721,lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49366483
2722,lakshadweep,2021,2,Merchant payments,1743,1525331.9146529401
2723,lakshadweep,2021,2,Financial Services,29,15052.018496008179
2724,lakshadweep,2021,2,Others,44,101366.40306045809
2725,lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.520169854
2726,lakshadweep,2021,3,Recharge & bill payments,5153,1700287.4734963956
2727,lakshadweep,2021,3,Merchant payments,2450,2750367.063028222
2728,lakshadweep,2021,3,Financial Services,48,137227.35390598275
2729,lakshadweep,2021,3,Others,32,73174.28816768769
2730,lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86120765
2731,lakshadweep,2021,4,Recharge & bill payments,5355,2093901.2918026838
2732,lakshadweep,2021,4,Merchant payments,2872,4071239.087436496
2733,lakshadweep,2021,4,Financial Services,27,19994.541946360278
2734,lakshadweep,2021,4,Others,62,116381.74598782149
2735,lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.56835763
2736,lakshadweep,2022,1,Recharge & bill payments,5334,2322580.1695599537
2737,lakshadweep,2022,1,Merchant payments,3048,3838358.3586293925
2738,lakshadweep,2022,1,Financial Services,39,38274.22628876488
2739,lakshadweep,2022,1,Others,63,149355.3310943247
2740,lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.04746901
2741,lakshadweep,2022,2,Recharge & bill payments,5366,2386144.714677198
2742,lakshadweep,2022,2,Merchant payments,3602,4895657.060086848
2743,lakshadweep,2022,2,Financial Services,59,87127.8249489804
2744,lakshadweep,2022,2,Others,51,108944.34272364664
2745,lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.82575238
2746,lakshadweep,2022,3,Recharge & bill payments,4441,1936538.3067545425
2747,lakshadweep,2022,3,Merchant payments,3142,5469200.646094429
2748,lakshadweep,2022,3,Financial Services,64,63629.88416689246
2749,lakshadweep,2022,3,Others,61,81636.9547320153
2750,lakshadweep,2022,4,Peer-to-peer payments,8686,47450386.0033243
2751,lakshadweep,2022,4,Recharge & bill payments,4557,2024739.1542023947
2752,lakshadweep,2022,4,Merchant payments,3819,5250991.002376802
2753,lakshadweep,2022,4,Financial Services,35,26453.0247779254
2754,lakshadweep,2022,4,Others,50,61304.43025482374
2755,lakshadweep,2023,1,Peer-to-peer payments,14918,73202195.0
2756,lakshadweep,2023,1,Recharge & bill payments,8287,3929048.0
2757,lakshadweep,2023,1,Merchant payments,6123,7988014.0
2758,lakshadweep,2023,1,Financial Services,153,160430.0
2759,lakshadweep,2023,1,Others,39,42274.0
2760,lakshadweep,2023,2,Peer-to-peer payments,16924,80630344.0
2761,lakshadweep,2023,2,Merchant payments,9524,12585603.0
2762,lakshadweep,2023,2,Recharge & bill payments,8287,4632264.0
2763,lakshadweep,2023,2,Financial Services,105,52460.0
2764,lakshadweep,2023,2,Others,78,86767.0
2765,lakshadweep,2023,3,Peer-to-peer payments,20220,77301147.0
2766,lakshadweep,2023,3,Merchant payments,14902,12027729.0
2767,lakshadweep,2023,3,Recharge & bill payments,8577,5093309.0
2768,lakshadweep,2023,3,Financial Services,16,12540.0
2769,lakshadweep,2023,3,Others,42,92336.0
2770,lakshadweep,2023,4,Merchant payments,27931,20455699.0
2771,lakshadweep,2023,4,Peer-to-peer payments,25886,93623472.0
2772,lakshadweep,2023,4,Recharge & bill payments,9527,5537222.0
2773,lakshadweep,2023,4,Financial Services,79,102991.0
2774,lakshadweep,2023,4,Others,56,111999.0
2775,lakshadweep,2024,1,Merchant payments,42704,26729830.0
2776,lakshadweep,2024,1,Peer-to-peer payments,28805,96802351.0
2777,lakshadweep,2024,1,Recharge & bill payments,9584,6450723.0
2778,lakshadweep,2024,1,Financial Services,36,19372.0
2779,lakshadweep,2024,1,Others,47,50105.0
2780,lakshadweep,2024,2,Merchant payments,68346,33965752.0
2781,lakshadweep,2024,2,Peer-to-peer payments,30929,105941312.0
2782,lakshadweep,2024,2,Recharge & bill payments,9704,6200429.0
2783,lakshadweep,2024,2,Financial Services,59,46549.0
2784,lakshadweep,2024,2,Others,47,58799.0
2785,lakshadweep,2024,3,Merchant payments,100441,45937079.0
2786,lakshadweep,2024,3,Peer-to-peer payments,44556,138863144.0
2787,lakshadweep,2024,3,Recharge & bill payments,12305,7418004.0
2788,lakshadweep,2024,3,Financial Services,130,159127.0
2789,lakshadweep,2024,3,Others,46,30733.0
2790,lakshadweep,2024,4,Merchant payments,129497,57962618.0
2791,lakshadweep,2024,4,Peer-to-peer payments,54568,181385170.0
2792,lakshadweep,2024,4,Recharge & bill payments,13089,7577602.0
2793,lakshadweep,2024,4,Financial Services,603,819138.0
2794,lakshadweep,2024,4,Others,20,12153.0
2795,madhya-pradesh,2018,1,Recharge & bill payments,4404190,667057311.4560372
2796,madhya-pradesh,2018,1,Peer-to-peer payments,2848290,7590790588.551903
2797,madhya-pradesh,2018,1,Financial Services,230519,43374288.98373023
2798,madhya-pradesh,2018,1,Merchant payments,196394,170119673.71275404
2799,madhya-pradesh,2018,1,Others,346002,210261540.7414958
2800,madhya-pradesh,2018,2,Recharge & bill payments,5324535,1132090445.8903365
2801,madhya-pradesh,2018,2,Peer-to-peer payments,4269392,14155603482.492638
2802,madhya-pradesh,2018,2,Merchant payments,397135,339308203.1707404
2803,madhya-pradesh,2018,2,Financial Services,305553,53860331.805742756
2804,madhya-pradesh,2018,2,Others,264797,243218603.31985626
2805,madhya-pradesh,2018,3,Peer-to-peer payments,9988509,22057686208.544342
2806,madhya-pradesh,2018,3,Recharge & bill payments,5733261,1367773856.6756551
2807,madhya-pradesh,2018,3,Merchant payments,784995,465390819.59013355
2808,madhya-pradesh,2018,3,Financial Services,359440,46120458.63885434
2809,madhya-pradesh,2018,3,Others,260780,212770861.22341695
2810,madhya-pradesh,2018,4,Peer-to-peer payments,11456555,30897348664.90544
2811,madhya-pradesh,2018,4,Recharge & bill payments,7273502,1669345516.941368
2812,madhya-pradesh,2018,4,Merchant payments,2056426,1036249753.9278035
2813,madhya-pradesh,2018,4,Financial Services,313540,43367243.154430926
2814,madhya-pradesh,2018,4,Others,297532,259296894.03827757
2815,madhya-pradesh,2019,1,Peer-to-peer payments,23708825,44114206183.09186
2816,madhya-pradesh,2019,1,Recharge & bill payments,9966905,2423593841.716142
2817,madhya-pradesh,2019,1,Merchant payments,3018928,1263699222.3501081
2818,madhya-pradesh,2019,1,Financial Services,290838,28901169.292499043
2819,madhya-pradesh,2019,1,Others,315553,239879105.5972368
2820,madhya-pradesh,2019,2,Peer-to-peer payments,20868744,61758841793.87666
2821,madhya-pradesh,2019,2,Recharge & bill payments,12044969,3571897178.303101
2822,madhya-pradesh,2019,2,Merchant payments,7331352,2671155681.449155
2823,madhya-pradesh,2019,2,Financial Services,149197,18869661.513485767
2824,madhya-pradesh,2019,2,Others,451751,313802065.4154737
2825,madhya-pradesh,2019,3,Peer-to-peer payments,22631038,67648107703.0357
2826,madhya-pradesh,2019,3,Merchant payments,17163551,5147459307.101742
2827,madhya-pradesh,2019,3,Recharge & bill payments,13156616,4576521609.460834
2828,madhya-pradesh,2019,3,Financial Services,192821,25654168.60092132
2829,madhya-pradesh,2019,3,Others,466385,278578703.0441117
2830,madhya-pradesh,2019,4,Peer-to-peer payments,32083162,92064471161.9892
2831,madhya-pradesh,2019,4,Merchant payments,19447707,7304157801.612935
2832,madhya-pradesh,2019,4,Recharge & bill payments,16081734,5104821720.999016
2833,madhya-pradesh,2019,4,Financial Services,127116,24020060.932133198
2834,madhya-pradesh,2019,4,Others,392270,190456045.32494444
2835,madhya-pradesh,2020,1,Peer-to-peer payments,34540722,110325991607.38477
2836,madhya-pradesh,2020,1,Merchant payments,24618074,9898242848.25793
2837,madhya-pradesh,2020,1,Recharge & bill payments,19788516,6311610609.846225
2838,madhya-pradesh,2020,1,Financial Services,68055,30645714.401902914
2839,madhya-pradesh,2020,1,Others,351379,170790656.30339786
2840,madhya-pradesh,2020,2,Peer-to-peer payments,34860958,128184693854.7977
2841,madhya-pradesh,2020,2,Recharge & bill payments,27497528,8904067957.01212
2842,madhya-pradesh,2020,2,Merchant payments,13685723,10666223053.634727
2843,madhya-pradesh,2020,2,Financial Services,80988,62073621.44351514
2844,madhya-pradesh,2020,2,Others,215376,104956802.17437972
2845,madhya-pradesh,2020,3,Peer-to-peer payments,50871564,174978985034.2865
2846,madhya-pradesh,2020,3,Merchant payments,31879804,20621273981.65966
2847,madhya-pradesh,2020,3,Recharge & bill payments,25380467,9834190567.205517
2848,madhya-pradesh,2020,3,Financial Services,131725,122971108.07060198
2849,madhya-pradesh,2020,3,Others,316321,144259293.31583393
2850,madhya-pradesh,2020,4,Peer-to-peer payments,67972167,235584201864.22342
2851,madhya-pradesh,2020,4,Merchant payments,57707471,37315576877.14569
2852,madhya-pradesh,2020,4,Recharge & bill payments,27335834,10977774483.325565
2853,madhya-pradesh,2020,4,Financial Services,149532,132590450.07074244
2854,madhya-pradesh,2020,4,Others,487537,264996097.6059612
2855,madhya-pradesh,2021,1,Merchant payments,84812245,50098244499.50662
2856,madhya-pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.8171
2857,madhya-pradesh,2021,1,Recharge & bill payments,32500681,13060914041.039404
2858,madhya-pradesh,2021,1,Financial Services,169378,161838389.7954778
2859,madhya-pradesh,2021,1,Others,445569,274786748.1299523
2860,madhya-pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.10486
2861,madhya-pradesh,2021,2,Merchant payments,77113464,58839392449.9937
2862,madhya-pradesh,2021,2,Recharge & bill payments,46118636,17230546398.848663
2863,madhya-pradesh,2021,2,Financial Services,188726,177313389.66602695
2864,madhya-pradesh,2021,2,Others,526333,317753606.01156956
2865,madhya-pradesh,2021,3,Merchant payments,138433772,85885669792.43228
2866,madhya-pradesh,2021,3,Peer-to-peer payments,127654821,398912712886.4574
2867,madhya-pradesh,2021,3,Recharge & bill payments,44437315,19025346050.627724
2868,madhya-pradesh,2021,3,Financial Services,174454,180366422.58245987
2869,madhya-pradesh,2021,3,Others,742972,408508699.4365407
2870,madhya-pradesh,2021,4,Merchant payments,197193842,126461098235.02324
2871,madhya-pradesh,2021,4,Peer-to-peer payments,159649020,507118521843.3588
2872,madhya-pradesh,2021,4,Recharge & bill payments,46220966,22492766779.156635
2873,madhya-pradesh,2021,4,Financial Services,247925,246488171.37792647
2874,madhya-pradesh,2021,4,Others,996331,568617375.5894115
2875,madhya-pradesh,2022,1,Merchant payments,237691924,143310226696.7226
2876,madhya-pradesh,2022,1,Peer-to-peer payments,185008444,578201697703.7521
2877,madhya-pradesh,2022,1,Recharge & bill payments,48870314,25437774564.26215
2878,madhya-pradesh,2022,1,Financial Services,222923,219927120.15944034
2879,madhya-pradesh,2022,1,Others,909453,495513514.75128734
2880,madhya-pradesh,2022,2,Merchant payments,287616385,174183397721.35938
2881,madhya-pradesh,2022,2,Peer-to-peer payments,202093283,663180522499.3412
2882,madhya-pradesh,2022,2,Recharge & bill payments,54318983,29125694281.81933
2883,madhya-pradesh,2022,2,Financial Services,157672,153944499.74490312
2884,madhya-pradesh,2022,2,Others,713506,381178326.32090586
2885,madhya-pradesh,2022,3,Merchant payments,391105651,212445928287.3991
2886,madhya-pradesh,2022,3,Peer-to-peer payments,267013695,780650402034.3962
2887,madhya-pradesh,2022,3,Recharge & bill payments,72148870,39132574047.51802
2888,madhya-pradesh,2022,3,Financial Services,240678,236981163.63162854
2889,madhya-pradesh,2022,3,Others,750665,442608716.71893203
2890,madhya-pradesh,2022,4,Merchant payments,492999084,272801597092.4764
2891,madhya-pradesh,2022,4,Peer-to-peer payments,325467851,984255199293.6544
2892,madhya-pradesh,2022,4,Recharge & bill payments,79289399,45143248068.81734
2893,madhya-pradesh,2022,4,Financial Services,286931,278304972.64702964
2894,madhya-pradesh,2022,4,Others,785003,521508120.7286146
2895,madhya-pradesh,2023,1,Merchant payments,404378350,208281637594.0
2896,madhya-pradesh,2023,1,Peer-to-peer payments,263524301,809388762719.0
2897,madhya-pradesh,2023,1,Recharge & bill payments,65818962,43725957842.0
2898,madhya-pradesh,2023,1,Financial Services,226835,236606773.0
2899,madhya-pradesh,2023,1,Others,618522,393634973.0
2900,madhya-pradesh,2023,2,Merchant payments,479498828,236960764220.0
2901,madhya-pradesh,2023,2,Peer-to-peer payments,294125925,916102516476.0
2902,madhya-pradesh,2023,2,Recharge & bill payments,73584106,48712706741.0
2903,madhya-pradesh,2023,2,Financial Services,248905,289207465.0
2904,madhya-pradesh,2023,2,Others,579296,375754606.0
2905,madhya-pradesh,2023,3,Merchant payments,567760229,255858070965.0
2906,madhya-pradesh,2023,3,Peer-to-peer payments,333209928,929775417818.0
2907,madhya-pradesh,2023,3,Recharge & bill payments,76997837,51434802126.0
2908,madhya-pradesh,2023,3,Financial Services,318662,408838885.0
2909,madhya-pradesh,2023,3,Others,525937,344868455.0
2910,madhya-pradesh,2023,4,Merchant payments,648920525,304240605817.0
2911,madhya-pradesh,2023,4,Peer-to-peer payments,373769167,1063381622538.0
2912,madhya-pradesh,2023,4,Recharge & bill payments,78674422,58049633385.0
2913,madhya-pradesh,2023,4,Financial Services,394962,494411136.0
2914,madhya-pradesh,2023,4,Others,535537,336607811.0
2915,madhya-pradesh,2024,1,Merchant payments,760567063,350364865596.0
2916,madhya-pradesh,2024,1,Peer-to-peer payments,434322438,1209747808360.0
2917,madhya-pradesh,2024,1,Recharge & bill payments,90377724,64385288241.0
2918,madhya-pradesh,2024,1,Financial Services,392922,591281376.0
2919,madhya-pradesh,2024,1,Others,496467,330986291.0
2920,madhya-pradesh,2024,2,Merchant payments,876486253,396252287691.0
2921,madhya-pradesh,2024,2,Peer-to-peer payments,462570675,1314542897421.0
2922,madhya-pradesh,2024,2,Recharge & bill payments,95424865,67725929808.0
2923,madhya-pradesh,2024,2,Financial Services,480050,758501127.0
2924,madhya-pradesh,2024,2,Others,510214,400330580.0
2925,madhya-pradesh,2024,3,Merchant payments,948087778,409029113947.0
2926,madhya-pradesh,2024,3,Peer-to-peer payments,497526836,1279502846189.0
2927,madhya-pradesh,2024,3,Recharge & bill payments,91085397,71189674865.0
2928,madhya-pradesh,2024,3,Financial Services,607134,979041970.0
2929,madhya-pradesh,2024,3,Others,431312,381789560.0
2930,madhya-pradesh,2024,4,Merchant payments,1049208528,472351463536.0
2931,madhya-pradesh,2024,4,Peer-to-peer payments,545405608,1455644524190.0
2932,madhya-pradesh,2024,4,Recharge & bill payments,88543631,73837534565.0
2933,madhya-pradesh,2024,4,Financial Services,1823754,1042853205.0
2934,madhya-pradesh,2024,4,Others,420314,428693349.0
2935,maharashtra,2018,1,Recharge & bill payments,9670237,2283567431.223535
2936,maharashtra,2018,1,Peer-to-peer payments,5227770,18283896464.750908
2937,maharashtra,2018,1,Merchant payments,616779,576964070.7366859
2938,maharashtra,2018,1,Financial Services,235051,60997258.060299724
2939,maharashtra,2018,1,Others,637197,506188032.9539564
2940,maharashtra,2018,2,Recharge & bill payments,12384216,3725800358.6814823
2941,maharashtra,2018,2,Peer-to-peer payments,7772336,30782831245.6586
2942,maharashtra,2018,2,Merchant payments,1306326,1226121649.4989598
2943,maharashtra,2018,2,Financial Services,262875,85545909.43528841
2944,maharashtra,2018,2,Others,559987,536758077.84638786
2945,maharashtra,2018,3,Recharge & bill payments,14371791,4547486090.186737
2946,maharashtra,2018,3,Peer-to-peer payments,13470065,45466534003.980484
2947,maharashtra,2018,3,Merchant payments,2797204,1702220875.4343855
2948,maharashtra,2018,3,Financial Services,234598,52348968.006728604
2949,maharashtra,2018,3,Others,664880,492227795.6386977
2950,maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019.10294
2951,maharashtra,2018,4,Recharge & bill payments,18071025,5860865070.470685
2952,maharashtra,2018,4,Merchant payments,6047705,3985195742.2480145
2953,maharashtra,2018,4,Financial Services,325121,77345546.53012432
2954,maharashtra,2018,4,Others,821705,621519669.4818641
2955,maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988.08871
2956,maharashtra,2019,1,Recharge & bill payments,24540041,8256500586.651282
2957,maharashtra,2019,1,Merchant payments,12069119,5172594695.5318
2958,maharashtra,2019,1,Financial Services,287569,49487746.20873056
2959,maharashtra,2019,1,Others,821624,569019903.8604956
2960,maharashtra,2019,2,Peer-to-peer payments,42546317,130558153687.9542
2961,maharashtra,2019,2,Recharge & bill payments,29395661,12197234771.434273
2962,maharashtra,2019,2,Merchant payments,27854042,9728561726.767143
2963,maharashtra,2019,2,Financial Services,182840,45291636.10507481
2964,maharashtra,2019,2,Others,1170993,765228265.7976472
2965,maharashtra,2019,3,Peer-to-peer payments,57991699,165731686168.5575
2966,maharashtra,2019,3,Merchant payments,54683738,17545729507.395977
2967,maharashtra,2019,3,Recharge & bill payments,34309301,15471698543.739597
2968,maharashtra,2019,3,Financial Services,231467,54108447.39407451
2969,maharashtra,2019,3,Others,1519376,814284077.8637518
2970,maharashtra,2019,4,Merchant payments,80127804,27209874138.487556
2971,maharashtra,2019,4,Peer-to-peer payments,78795871,227268054757.21698
2972,maharashtra,2019,4,Recharge & bill payments,40705998,17794666215.044445
2973,maharashtra,2019,4,Financial Services,129755,49622863.824426055
2974,maharashtra,2019,4,Others,1501192,672210824.9770112
2975,maharashtra,2020,1,Merchant payments,100337738,35200130304.82776
2976,maharashtra,2020,1,Peer-to-peer payments,87067410,262541205695.8384
2977,maharashtra,2020,1,Recharge & bill payments,50199498,21603565070.425602
2978,maharashtra,2020,1,Financial Services,123476,91363684.1276232
2979,maharashtra,2020,1,Others,1215959,558931962.876125
2980,maharashtra,2020,2,Peer-to-peer payments,74295930,239933338682.6934
2981,maharashtra,2020,2,Recharge & bill payments,60856480,23112343247.416145
2982,maharashtra,2020,2,Merchant payments,48965388,32859184582.219048
2983,maharashtra,2020,2,Financial Services,206461,211733275.7829895
2984,maharashtra,2020,2,Others,466502,242917371.3033281
2985,maharashtra,2020,3,Peer-to-peer payments,108436214,351555554813.2122
2986,maharashtra,2020,3,Merchant payments,100808237,60171102123.94888
2987,maharashtra,2020,3,Recharge & bill payments,58082283,27915727882.59293
2988,maharashtra,2020,3,Financial Services,325453,333669599.61883616
2989,maharashtra,2020,3,Others,658737,331024593.0721529
2990,maharashtra,2020,4,Merchant payments,189845640,103804638603.74611
2991,maharashtra,2020,4,Peer-to-peer payments,151741840,485747881733.823
2992,maharashtra,2020,4,Recharge & bill payments,64556682,31556917821.77767
2993,maharashtra,2020,4,Financial Services,398409,418399992.5395771
2994,maharashtra,2020,4,Others,1078433,627692680.4078207
2995,maharashtra,2021,1,Merchant payments,253043309,129493046208.15726
2996,maharashtra,2021,1,Peer-to-peer payments,187021609,599213284361.7993
2997,maharashtra,2021,1,Recharge & bill payments,76389103,40057211827.15962
2998,maharashtra,2021,1,Financial Services,439551,492900202.68315214
2999,maharashtra,2021,1,Others,966668,630909553.4508264
3000,maharashtra,2021,2,Merchant payments,247194293,150864465217.02304
3001,maharashtra,2021,2,Peer-to-peer payments,228551961,719859665693.5271
3002,maharashtra,2021,2,Recharge & bill payments,96271138,43154405548.44597
3003,maharashtra,2021,2,Financial Services,504252,536780917.0359157
3004,maharashtra,2021,2,Others,1094842,699738247.6695637
3005,maharashtra,2021,3,Merchant payments,390051884,216701984638.98932
3006,maharashtra,2021,3,Peer-to-peer payments,296951706,890860873379.5576
3007,maharashtra,2021,3,Recharge & bill payments,103943973,50242023586.056046
3008,maharashtra,2021,3,Financial Services,448646,579098938.658318
3009,maharashtra,2021,3,Others,1477851,873324624.1826177
3010,maharashtra,2021,4,Merchant payments,540351277,305512280091.4157
3011,maharashtra,2021,4,Peer-to-peer payments,361865450,1109862480618.2227
3012,maharashtra,2021,4,Recharge & bill payments,105990417,58087950922.43887
3013,maharashtra,2021,4,Financial Services,606265,707102765.3058928
3014,maharashtra,2021,4,Others,1918093,1188658731.1175365
3015,maharashtra,2022,1,Merchant payments,646277671,340240479374.36835
3016,maharashtra,2022,1,Peer-to-peer payments,411989717,1274889182430.209
3017,maharashtra,2022,1,Recharge & bill payments,108896881,64507860103.55089
3018,maharashtra,2022,1,Financial Services,583243,677612619.2786882
3019,maharashtra,2022,1,Others,1758926,1084139453.7274752
3020,maharashtra,2022,2,Merchant payments,810961772,428469294407.1603
3021,maharashtra,2022,2,Peer-to-peer payments,470258043,1501201968773.8115
3022,maharashtra,2022,2,Recharge & bill payments,124280427,75110969246.16316
3023,maharashtra,2022,2,Financial Services,490152,559321829.4503716
3024,maharashtra,2022,2,Others,1542719,930827919.303539
3025,maharashtra,2022,3,Merchant payments,876618082,432250721734.13074
3026,maharashtra,2022,3,Peer-to-peer payments,483481713,1434565548650.9136
3027,maharashtra,2022,3,Recharge & bill payments,124545840,79360150487.36568
3028,maharashtra,2022,3,Financial Services,521362,571583115.6687979
3029,maharashtra,2022,3,Others,1222420,831183386.4681726
3030,maharashtra,2022,4,Merchant payments,1025666187,502660888415.46185
3031,maharashtra,2022,4,Peer-to-peer payments,535142126,1622619308526.9614
3032,maharashtra,2022,4,Recharge & bill payments,126118544,83576414221.03232
3033,maharashtra,2022,4,Financial Services,620124,699276779.1906543
3034,maharashtra,2022,4,Others,1228291,914951674.4842072
3035,maharashtra,2023,1,Merchant payments,1134579287,502987953087.0
3036,maharashtra,2023,1,Peer-to-peer payments,572326605,1752752577223.0
3037,maharashtra,2023,1,Recharge & bill payments,139414546,104828264973.0
3038,maharashtra,2023,1,Financial Services,667987,763120514.0
3039,maharashtra,2023,1,Others,1280074,953990262.0
3040,maharashtra,2023,2,Merchant payments,1289778683,567713506184.0
3041,maharashtra,2023,2,Peer-to-peer payments,620475611,1923752701888.0
3042,maharashtra,2023,2,Recharge & bill payments,151613474,112846643294.0
3043,maharashtra,2023,2,Financial Services,697164,821061690.0
3044,maharashtra,2023,2,Others,1152916,870693412.0
3045,maharashtra,2023,3,Merchant payments,1442968360,623156210487.0
3046,maharashtra,2023,3,Peer-to-peer payments,689021709,2006148405860.0
3047,maharashtra,2023,3,Recharge & bill payments,156785138,120947991569.0
3048,maharashtra,2023,3,Financial Services,824436,1088491523.0
3049,maharashtra,2023,3,Others,1078944,831084802.0
3050,maharashtra,2023,4,Merchant payments,1646497204,707862700173.0
3051,maharashtra,2023,4,Peer-to-peer payments,767517612,2254104157529.0
3052,maharashtra,2023,4,Recharge & bill payments,155965094,133821812867.0
3053,maharashtra,2023,4,Financial Services,1025481,1362709031.0
3054,maharashtra,2023,4,Others,1157334,863555358.0
3055,maharashtra,2024,1,Merchant payments,1821471481,754044465385.0
3056,maharashtra,2024,1,Peer-to-peer payments,843766518,2472993827118.0
3057,maharashtra,2024,1,Recharge & bill payments,168431872,143453128973.0
3058,maharashtra,2024,1,Financial Services,1024838,1577112130.0
3059,maharashtra,2024,1,Others,1075772,830361250.0
3060,maharashtra,2024,2,Merchant payments,2008664821,832044260771.0
3061,maharashtra,2024,2,Peer-to-peer payments,879509986,2596196230098.0
3062,maharashtra,2024,2,Recharge & bill payments,173148051,142150478979.0
3063,maharashtra,2024,2,Financial Services,1111574,1823280899.0
3064,maharashtra,2024,2,Others,1060370,975082840.0
3065,maharashtra,2024,3,Merchant payments,2136665237,875057356694.0
3066,maharashtra,2024,3,Peer-to-peer payments,971212505,2659562391989.0
3067,maharashtra,2024,3,Recharge & bill payments,177213655,149372864990.0
3068,maharashtra,2024,3,Financial Services,1413867,2254480451.0
3069,maharashtra,2024,3,Others,898731,1021568015.0
3070,maharashtra,2024,4,Merchant payments,2393917535,1009302079777.0
3071,maharashtra,2024,4,Peer-to-peer payments,1061923073,2988739020373.0
3072,maharashtra,2024,4,Recharge & bill payments,173698536,149455601195.0
3073,maharashtra,2024,4,Financial Services,3784218,2349724009.0
3074,maharashtra,2024,4,Others,908477,1182025533.0
3075,manipur,2018,1,Recharge & bill payments,50212,6463184.554711691
3076,manipur,2018,1,Peer-to-peer payments,26382,115495173.55796441
3077,manipur,2018,1,Financial Services,2660,412579.53985461866
3078,manipur,2018,1,Merchant payments,1614,3616475.6407912206
3079,manipur,2018,1,Others,3201,2058760.6368871084
3080,manipur,2018,2,Recharge & bill payments,77991,11541247.784420915
3081,manipur,2018,2,Peer-to-peer payments,60365,232157389.7914803
3082,manipur,2018,2,Financial Services,5992,1241901.2660397931
3083,manipur,2018,2,Merchant payments,4041,5366759.827729835
3084,manipur,2018,2,Others,3332,2902422.6498233806
3085,manipur,2018,3,Peer-to-peer payments,95204,357768750.1845896
3086,manipur,2018,3,Recharge & bill payments,81323,13912990.484925149
3087,manipur,2018,3,Merchant payments,7396,9180953.977358334
3088,manipur,2018,3,Financial Services,2577,333081.6368315
3089,manipur,2018,3,Others,2758,2135468.510417797
3090,manipur,2018,4,Recharge & bill payments,113507,18898063.282383174
3091,manipur,2018,4,Peer-to-peer payments,104872,562009595.9601889
3092,manipur,2018,4,Merchant payments,13333,20685433.28430717
3093,manipur,2018,4,Financial Services,1452,307325.2437723951
3094,manipur,2018,4,Others,2946,3783141.5353601985
3095,manipur,2019,1,Peer-to-peer payments,127067,619919870.7455351
3096,manipur,2019,1,Recharge & bill payments,120000,22106830.369149238
3097,manipur,2019,1,Merchant payments,15190,14580183.380707521
3098,manipur,2019,1,Financial Services,800,174777.17283837448
3099,manipur,2019,1,Others,2352,3116398.755848917
3100,manipur,2019,2,Peer-to-peer payments,120153,679785849.1398683
3101,manipur,2019,2,Recharge & bill payments,116500,23573234.273060285
3102,manipur,2019,2,Merchant payments,18044,15996651.145700552
3103,manipur,2019,2,Financial Services,387,91955.01538259834
3104,manipur,2019,2,Others,2341,3342252.5754885403
3105,manipur,2019,3,Recharge & bill payments,180057,36634657.049143404
3106,manipur,2019,3,Peer-to-peer payments,144965,803335616.6325192
