id,level,state_name,district_name,year,quarter,count,amount
5200,district,delhi,south west district,2021,2,8208259,13456640547.363728
5201,district,delhi,south east delhi district,2021,2,11519378,17106146861.933065
5202,district,delhi,shahdara district,2021,2,4234013,9073393321.040276
5203,district,delhi,north east district,2021,2,4567057,9118331386.987755
5204,district,delhi,east district,2021,2,7486985,10978698462.135326
5205,district,delhi,north west district,2021,2,8373397,15462806103.953077
5206,district,delhi,north district,2021,2,7283521,13045029034.825657
5207,district,delhi,south district,2021,3,10381321,13789719686.570162
5208,district,delhi,central district,2021,3,88849847,137311394953.58371
5209,district,delhi,new delhi district,2021,3,50089446,77874603330.18225
5210,district,delhi,west district,2021,3,17186832,31879892281.09146
5211,district,delhi,south west district,2021,3,10691277,17385987188.96021
5212,district,delhi,south east delhi district,2021,3,17254936,25283744433.53666
5213,district,delhi,shahdara district,2021,3,6108459,13750322170.230267
5214,district,delhi,north east district,2021,3,5995497,12299024401.944893
5215,district,delhi,east district,2021,3,10407086,14944795668.028805
5216,district,delhi,north west district,2021,3,11436200,21133053482.335487
5217,district,delhi,north district,2021,3,10359707,18205778951.817307
5218,district,delhi,south district,2021,4,12510023,16942839763.77591
5219,district,delhi,central district,2021,4,111134916,177625511230.04297
5220,district,delhi,new delhi district,2021,4,61634107,99244375372.27342
5221,district,delhi,west district,2021,4,20430656,39890704519.6619
5222,district,delhi,south west district,2021,4,12404698,21054166955.724888
5223,district,delhi,south east delhi district,2021,4,21366628,32122243404.91709
5224,district,delhi,shahdara district,2021,4,7518346,17929102853.31345
5225,district,delhi,north east district,2021,4,7502147,16623188284.116459
5226,district,delhi,east district,2021,4,12092666,18447833006.757885
5227,district,delhi,north west district,2021,4,13585992,26091698381.405727
5228,district,delhi,north district,2021,4,12503180,22723650290.401375
5229,district,delhi,south district,2022,1,13519253,17982839888.57036
5230,district,delhi,central district,2022,1,128309915,198072597274.588
5231,district,delhi,new delhi district,2022,1,71006225,110657872546.40234
5232,district,delhi,west district,2022,1,22748647,43283043830.88957
5233,district,delhi,south west district,2022,1,13659485,22636957994.996166
5234,district,delhi,south east delhi district,2022,1,23146633,34276252396.92598
5235,district,delhi,shahdara district,2022,1,8243067,19161154403.811974
5236,district,delhi,north east district,2022,1,8357217,17814230282.345295
5237,district,delhi,east district,2022,1,13032988,19771730745.94047
5238,district,delhi,north west district,2022,1,14899833,28208907241.065834
5239,district,delhi,north district,2022,1,14076598,25099334230.75274
5240,district,delhi,south district,2022,2,17358990,21493188986.975037
5241,district,delhi,central district,2022,2,159034619,232911858055.08478
5242,district,delhi,new delhi district,2022,2,87939392,129418048270.15207
5243,district,delhi,west district,2022,2,28008086,50563146986.313255
5244,district,delhi,south west district,2022,2,16899542,26515960445.85206
5245,district,delhi,south east delhi district,2022,2,29302567,40564903164.264656
5246,district,delhi,shahdara district,2022,2,10060246,22195136725.333412
5247,district,delhi,north east district,2022,2,9992930,20477358374.155003
5248,district,delhi,east district,2022,2,16485686,23141432019.978474
5249,district,delhi,north west district,2022,2,18057230,33092543802.04011
5250,district,delhi,north district,2022,2,17494896,29482073628.067886
5251,district,delhi,south district,2022,3,18234782,21732528705.790974
5252,district,delhi,central district,2022,3,243139962,327191972497.86694
5253,district,delhi,new delhi district,2022,3,58178476,76558260276.67705
5254,district,delhi,west district,2022,3,30595250,52638495087.749954
5255,district,delhi,south west district,2022,3,17276601,26324661266.56318
5256,district,delhi,south east delhi district,2022,3,30215862,40627500625.401535
5257,district,delhi,shahdara district,2022,3,10220528,21361296110.510616
5258,district,delhi,north east district,2022,3,10077560,19808599331.163063
5259,district,delhi,east district,2022,3,21104584,28881717613.549664
5260,district,delhi,north west district,2022,3,18316480,32675014921.771603
5261,district,delhi,north district,2022,3,18232076,29812600679.071415
5262,district,delhi,south district,2022,4,19537728,23391855096.18752
5263,district,delhi,central district,2022,4,280960656,386107883617.53076
5264,district,delhi,new delhi district,2022,4,45094468,58157025088.38429
5265,district,delhi,west district,2022,4,32293188,56453476563.182175
5266,district,delhi,south west district,2022,4,18499176,28102930810.327362
5267,district,delhi,south east delhi district,2022,4,33116019,44231426531.24901
5268,district,delhi,shahdara district,2022,4,11420073,24438534174.92784
5269,district,delhi,north east district,2022,4,11345971,23377796053.16697
5270,district,delhi,east district,2022,4,23683133,33122093387.044395
5271,district,delhi,north west district,2022,4,19859098,35599171826.28781
5272,district,delhi,north district,2022,4,19393947,31932822870.2881
5273,district,delhi,south district,2023,1,32534127,37497668457.0
5274,district,delhi,central district,2023,1,49681285,81500812610.0
5275,district,delhi,new delhi district,2023,1,48280973,58799219994.0
5276,district,delhi,west district,2023,1,53494049,88637227473.0
5277,district,delhi,south west district,2023,1,31119622,45110662539.0
5278,district,delhi,south east delhi district,2023,1,56901581,72188090661.0
5279,district,delhi,shahdara district,2023,1,19779351,39855441084.0
5280,district,delhi,north east district,2023,1,19619286,37314879022.0
5281,district,delhi,east district,2023,1,30263080,39834690348.0
5282,district,delhi,north west district,2023,1,34149097,57664399598.0
5283,district,delhi,north district,2023,1,33930652,53000017794.0
5284,district,delhi,south district,2023,2,38797761,41499044092.0
5285,district,delhi,central district,2023,2,57622069,86092311109.0
5286,district,delhi,new delhi district,2023,2,57173491,64569798729.0
5287,district,delhi,west district,2023,2,62944946,95782240128.0
5288,district,delhi,south west district,2023,2,36917006,49688361980.0
5289,district,delhi,south east delhi district,2023,2,66237557,78214516249.0
5290,district,delhi,shahdara district,2023,2,23083531,41909976096.0
5291,district,delhi,north east district,2023,2,22434191,39076228438.0
5292,district,delhi,east district,2023,2,36042935,43552662240.0
5293,district,delhi,north west district,2023,2,40527597,63155058402.0
5294,district,delhi,north district,2023,2,40357914,58188318194.0
5295,district,delhi,south district,2023,3,44793802,45520647764.0
5296,district,delhi,central district,2023,3,63523786,90738331879.0
5297,district,delhi,new delhi district,2023,3,64482143,69220641303.0
5298,district,delhi,west district,2023,3,72448584,102906527096.0
5299,district,delhi,south west district,2023,3,42925892,54916853763.0
5300,district,delhi,south east delhi district,2023,3,74833594,83210641938.0
5301,district,delhi,shahdara district,2023,3,25892515,43115840667.0
5302,district,delhi,north east district,2023,3,25363870,40819069162.0
5303,district,delhi,east district,2023,3,40696568,46476789040.0
5304,district,delhi,north west district,2023,3,45854816,67892826766.0
5305,district,delhi,north district,2023,3,45891413,63381082060.0
5306,district,delhi,south district,2023,4,47263751,49217789026.0
5307,district,delhi,central district,2023,4,73391621,108685950109.0
5308,district,delhi,new delhi district,2023,4,70788153,77725370165.0
5309,district,delhi,west district,2023,4,77741144,114164241444.0
5310,district,delhi,south west district,2023,4,45782050,59373267213.0
5311,district,delhi,south east delhi district,2023,4,81901206,92211250667.0
5312,district,delhi,shahdara district,2023,4,30001836,52825059811.0
5313,district,delhi,north east district,2023,4,29422483,50548947037.0
5314,district,delhi,east district,2023,4,43082162,50886137378.0
5315,district,delhi,north west district,2023,4,49542115,74621203545.0
5316,district,delhi,north district,2023,4,49234225,69390502954.0
5317,district,delhi,south district,2024,1,50077749,51230210062.0
5318,district,delhi,central district,2024,1,79235815,110947468958.0
5319,district,delhi,new delhi district,2024,1,77042760,83246181854.0
5320,district,delhi,west district,2024,1,84434978,118209456659.0
5321,district,delhi,south west district,2024,1,49084574,61579350279.0
5322,district,delhi,south east delhi district,2024,1,89113496,96406605498.0
5323,district,delhi,shahdara district,2024,1,33245587,54596385979.0
5324,district,delhi,north east district,2024,1,32455512,51828875486.0
5325,district,delhi,east district,2024,1,46810259,53139178531.0
5326,district,delhi,north west district,2024,1,54104072,77693103094.0
5327,district,delhi,north district,2024,1,55129256,73637214713.0
5328,district,delhi,south district,2024,2,61008325,56387391834.0
5329,district,delhi,central district,2024,2,91430595,113820887412.0
5330,district,delhi,new delhi district,2024,2,91106087,90176896394.0
5331,district,delhi,west district,2024,2,101407613,127870899252.0
5332,district,delhi,south west district,2024,2,59906175,68603837990.0
5333,district,delhi,south east delhi district,2024,2,105690521,104377449532.0
5334,district,delhi,shahdara district,2024,2,39645941,57147309939.0
5335,district,delhi,north east district,2024,2,37623711,53547516251.0
5336,district,delhi,east district,2024,2,57690035,58483363397.0
5337,district,delhi,north west district,2024,2,65793946,85699952278.0
5338,district,delhi,north district,2024,2,66237451,80802171901.0
5339,district,delhi,south east district,2024,3,119887875,115843984533.0
5340,district,delhi,south district,2024,3,66793305,61474800365.0
5341,district,delhi,central district,2024,3,96980410,122150909789.0
5342,district,delhi,new delhi district,2024,3,98511012,96693600968.0
5343,district,delhi,west district,2024,3,110721125,135949959503.0
5344,district,delhi,south west district,2024,3,65529840,73300154392.0
5345,district,delhi,shahdara district,2024,3,42641753,59162373651.0
5346,district,delhi,north east district,2024,3,40813492,55946345898.0
5347,district,delhi,east district,2024,3,60170809,60461465262.0
5348,district,delhi,north west district,2024,3,71962281,91953880029.0
5349,district,delhi,north district,2024,3,70832621,85265909198.0
5350,district,delhi,south east district,2024,4,128983826,126023595516.0
5351,district,delhi,south district,2024,4,70674362,66027330300.0
5352,district,delhi,central district,2024,4,107619638,139343595209.0
5353,district,delhi,new delhi district,2024,4,104744325,102640122347.0
5354,district,delhi,west district,2024,4,118881603,149537228140.0
5355,district,delhi,south west district,2024,4,70519080,79546383777.0
5356,district,delhi,shahdara district,2024,4,47755577,69146883372.0
5357,district,delhi,north east district,2024,4,45691738,66424920528.0
5358,district,delhi,east district,2024,4,63608205,65423312249.0
5359,district,delhi,north west district,2024,4,77349604,100467896781.0
5360,district,delhi,north district,2024,4,74715124,92479217684.0
5361,district,goa,north goa district,2018,1,95114,187108291.98525044
5362,district,goa,south goa district,2018,1,65783,116748450.35783319
5363,district,goa,north goa district,2018,2,133429,290814882.3594384
5364,district,goa,south goa district,2018,2,96146,187788942.99917686
5365,district,goa,north goa district,2018,3,194726,421264288.45388794
5366,district,goa,south goa district,2018,3,144785,291902680.78434587
5367,district,goa,north goa district,2018,4,305380,714879898.599603
5368,district,goa,south goa district,2018,4,209375,438125180.3228017
5369,district,goa,north goa district,2019,1,441807,940864352.317215
5370,district,goa,south goa district,2019,1,297005,534459044.9593618
5371,district,goa,north goa district,2019,2,470250,1020834861.8525429
5372,district,goa,south goa district,2019,2,298191,571032241.535074
5373,district,goa,north goa district,2019,3,673971,1293013307.2683113
5374,district,goa,south goa district,2019,3,418445,707353884.2285295
5375,district,goa,north goa district,2019,4,980231,1963621433.5422535
5376,district,goa,south goa district,2019,4,535041,959838914.9572154
5377,district,goa,north goa district,2020,1,1277387,2374507200.865538
5378,district,goa,south goa district,2020,1,603850,1035864031.0582265
5379,district,goa,north goa district,2020,2,883695,1294651809.391935
5380,district,goa,south goa district,2020,2,598397,888964620.6248364
5381,district,goa,north goa district,2020,3,1165122,2087621922.6831622
5382,district,goa,south goa district,2020,3,750409,1280721658.2614956
5383,district,goa,north goa district,2020,4,2504378,4712001378.742861
5384,district,goa,south goa district,2020,4,1297003,2187791368.8370767
5385,district,goa,north goa district,2021,1,3797921,7119400649.563016
5386,district,goa,south goa district,2021,1,1533628,2637842229.458396
5387,district,goa,north goa district,2021,2,3083639,5391453884.873638
5388,district,goa,south goa district,2021,2,1626496,2621399702.202361
5389,district,goa,north goa district,2021,3,4282602,7042155411.60932
5390,district,goa,south goa district,2021,3,2185161,3436270181.327051
5391,district,goa,north goa district,2021,4,7808548,13467044827.548834
5392,district,goa,south goa district,2021,4,3280211,5160212288.32082
5393,district,goa,north goa district,2022,1,8513573,14075639843.882044
5394,district,goa,south goa district,2022,1,3700525,5740805558.964066
5395,district,goa,north goa district,2022,2,9999773,16484842033.028082
5396,district,goa,south goa district,2022,2,4216281,6388195726.492123
5397,district,goa,north goa district,2022,3,8310698,13076925808.314318
5398,district,goa,south goa district,2022,3,4877989,6497339467.392014
5399,district,goa,north goa district,2022,4,11455490,17268434371.99816
5400,district,goa,south goa district,2022,4,5737184,7656551999.340998
5401,district,goa,north goa district,2023,1,16251833,24505420924.0
5402,district,goa,south goa district,2023,1,7943237,10591544851.0
5403,district,goa,north goa district,2023,2,17849215,27042471683.0
5404,district,goa,south goa district,2023,2,8681375,11369735260.0
5405,district,goa,north goa district,2023,3,17670660,25828843826.0
5406,district,goa,south goa district,2023,3,9329068,11546336148.0
5407,district,goa,north goa district,2023,4,22361742,30910872042.0
5408,district,goa,south goa district,2023,4,11099236,13376799515.0
5409,district,goa,north goa district,2024,1,23254271,31496489512.0
5410,district,goa,south goa district,2024,1,11759716,13855410748.0
5411,district,goa,north goa district,2024,2,24485774,32991247869.0
5412,district,goa,south goa district,2024,2,12515032,14463582843.0
5413,district,goa,north goa district,2024,3,20539426,27915930225.0
5414,district,goa,south goa district,2024,3,16222685,17997597787.0
5415,district,goa,north goa district,2024,4,26783992,35201969661.0
5416,district,goa,south goa district,2024,4,19347544,21360619882.0
5417,district,gujarat,anand district,2018,1,166658,181858557.89906442
5418,district,gujarat,jamnagar district,2018,1,121341,166162325.33642912
5419,district,gujarat,devbhumi dwarka district,2018,1,30538,38615229.59304487
5420,district,gujarat,rajkot district,2018,1,219190,296803513.7880937
5421,district,gujarat,aravallis district,2018,1,55016,41323327.901426904
5422,district,gujarat,chhotaudepur district,2018,1,12962,13597431.644077772
5423,district,gujarat,botad district,2018,1,50541,30496629.095891375
5424,district,gujarat,bharuch district,2018,1,210073,249246117.13529772
5425,district,gujarat,bhavnagar district,2018,1,182948,171495425.58982483
5426,district,gujarat,junagadh district,2018,1,56897,69940293.0266568
5427,district,gujarat,mahesana district,2018,1,227748,213031001.6165129
5428,district,gujarat,the dangs district,2018,1,5441,4783138.826001479
5429,district,gujarat,kheda district,2018,1,104154,94652160.87215446
5430,district,gujarat,surat district,2018,1,983723,1346833710.5223997
5431,district,gujarat,porbandar district,2018,1,16381,28254689.482644804
5432,district,gujarat,gandhinagar district,2018,1,237393,318002413.6906459
5433,district,gujarat,panch mahals district,2018,1,86317,65556534.78851059
5434,district,gujarat,narmada district,2018,1,13920,15120948.428387363
5435,district,gujarat,gir somnath district,2018,1,49292,50970540.98586127
5436,district,gujarat,valsad district,2018,1,168659,191337866.46684927
5437,district,gujarat,mahisagar district,2018,1,25888,24228879.819740117
5438,district,gujarat,sabar kantha district,2018,1,105266,88114407.80209638
5439,district,gujarat,tapi district,2018,1,29217,30555640.68796905
5440,district,gujarat,vadodara district,2018,1,387998,604645570.2100984
5441,district,gujarat,banas kantha district,2018,1,237457,197883270.2126429
5442,district,gujarat,amreli district,2018,1,66032,75032118.59542929
5443,district,gujarat,ahmadabad district,2018,1,1436152,2153123692.1028624
5444,district,gujarat,dohad district,2018,1,39278,45587112.10032356
5445,district,gujarat,navsari district,2018,1,159975,229707588.71710333
5446,district,gujarat,patan district,2018,1,105705,81974812.41577709
5447,district,gujarat,kachchh district,2018,1,217912,316933354.7930958
5448,district,gujarat,surendranagar district,2018,1,80486,71735564.99080022
5449,district,gujarat,morbi district,2018,1,58217,70378385.89627899
5450,district,gujarat,anand district,2018,2,200941,276029311.7785317
5451,district,gujarat,jamnagar district,2018,2,157949,254032915.575365
5452,district,gujarat,devbhumi dwarka district,2018,2,39911,60261359.43473798
5453,district,gujarat,rajkot district,2018,2,283913,465751106.6448111
5454,district,gujarat,aravallis district,2018,2,68943,79068918.37969582
5455,district,gujarat,chhotaudepur district,2018,2,18298,23911236.19560639
5456,district,gujarat,botad district,2018,2,73201,50785993.514899634
5457,district,gujarat,bharuch district,2018,2,289862,428830769.63445514
5458,district,gujarat,bhavnagar district,2018,2,253332,265850891.74358374
5459,district,gujarat,junagadh district,2018,2,71257,100127668.88866127
5460,district,gujarat,mahesana district,2018,2,286014,362586915.57954156
5461,district,gujarat,the dangs district,2018,2,7935,8648152.66921072
5462,district,gujarat,kheda district,2018,2,140355,159527232.77717692
5463,district,gujarat,surat district,2018,2,1310963,2189526110.381512
5464,district,gujarat,porbandar district,2018,2,23157,41711067.45966727
5465,district,gujarat,gandhinagar district,2018,2,315542,522133969.7111994
5466,district,gujarat,panch mahals district,2018,2,98663,109582248.60360782
5467,district,gujarat,narmada district,2018,2,22076,27318715.13639736
5468,district,gujarat,gir somnath district,2018,2,62910,88369182.13478208
5469,district,gujarat,valsad district,2018,2,233931,330877194.1001264
5470,district,gujarat,mahisagar district,2018,2,36682,51572265.8950537
5471,district,gujarat,sabar kantha district,2018,2,129122,166288136.40124303
5472,district,gujarat,tapi district,2018,2,40069,49495860.353384465
5473,district,gujarat,vadodara district,2018,2,528893,975136493.2075567
5474,district,gujarat,banas kantha district,2018,2,307928,362168353.1498716
5475,district,gujarat,amreli district,2018,2,82377,115377054.70731172
5476,district,gujarat,ahmadabad district,2018,2,1809774,3307127930.439745
5477,district,gujarat,dohad district,2018,2,47285,75876261.77400178
5478,district,gujarat,navsari district,2018,2,200818,335776476.8000446
5479,district,gujarat,patan district,2018,2,135797,146904618.1339515
5480,district,gujarat,kachchh district,2018,2,287874,494142161.98879945
5481,district,gujarat,surendranagar district,2018,2,102043,123903699.15787673
5482,district,gujarat,morbi district,2018,2,77918,113984499.28873283
5483,district,gujarat,anand district,2018,3,323633,429055975.57140917
5484,district,gujarat,jamnagar district,2018,3,205815,332432425.1878123
5485,district,gujarat,devbhumi dwarka district,2018,3,52981,93593822.44966702
5486,district,gujarat,rajkot district,2018,3,402342,650585707.9949487
5487,district,gujarat,aravallis district,2018,3,104593,116101548.31975947
5488,district,gujarat,chhotaudepur district,2018,3,24361,36129430.11672479
5489,district,gujarat,botad district,2018,3,144375,102025353.5677173
5490,district,gujarat,bharuch district,2018,3,480222,695864170.869137
5491,district,gujarat,bhavnagar district,2018,3,374470,397576856.46584713
5492,district,gujarat,junagadh district,2018,3,81925,122475986.0396744
5493,district,gujarat,mahesana district,2018,3,464894,561504997.461841
5494,district,gujarat,the dangs district,2018,3,10218,9424631.491985487
5495,district,gujarat,kheda district,2018,3,206410,246457729.21617603
5496,district,gujarat,surat district,2018,3,1899586,3203734473.971199
5497,district,gujarat,porbandar district,2018,3,30518,57638931.54277685
5498,district,gujarat,gandhinagar district,2018,3,479518,791502891.3922588
5499,district,gujarat,panch mahals district,2018,3,126887,163521220.9212614
5500,district,gujarat,narmada district,2018,3,30132,40376011.08215976
5501,district,gujarat,gir somnath district,2018,3,122507,129249889.99994646
5502,district,gujarat,valsad district,2018,3,342131,511548024.0492444
5503,district,gujarat,mahisagar district,2018,3,36935,54644809.422828116
5504,district,gujarat,sabar kantha district,2018,3,159109,231377990.30344963
5505,district,gujarat,tapi district,2018,3,47427,65631763.76663714
5506,district,gujarat,vadodara district,2018,3,773456,1452835059.4761379
5507,district,gujarat,banas kantha district,2018,3,396566,532922632.75609964
5508,district,gujarat,amreli district,2018,3,123454,174828237.91726425
5509,district,gujarat,ahmadabad district,2018,3,2600288,4740981792.133425
5510,district,gujarat,dohad district,2018,3,88911,111486621.62173408
5511,district,gujarat,navsari district,2018,3,264465,444074057.64377546
5512,district,gujarat,patan district,2018,3,274613,262983521.00512958
5513,district,gujarat,kachchh district,2018,3,421411,764023467.8126487
5514,district,gujarat,surendranagar district,2018,3,126809,167911866.77367234
5515,district,gujarat,morbi district,2018,3,113187,171902527.9310693
5516,district,gujarat,anand district,2018,4,409783,621490811.2507999
5517,district,gujarat,jamnagar district,2018,4,254856,456876624.34410954
5518,district,gujarat,devbhumi dwarka district,2018,4,69269,130226108.73706305
5519,district,gujarat,rajkot district,2018,4,472933,879868564.9668198
5520,district,gujarat,aravallis district,2018,4,113023,167858449.1970446
5521,district,gujarat,chhotaudepur district,2018,4,39167,58265012.87716615
5522,district,gujarat,botad district,2018,4,116616,118512861.02892525
5523,district,gujarat,bharuch district,2018,4,603122,1036812125.2621627
5524,district,gujarat,bhavnagar district,2018,4,439954,575505679.8186091
5525,district,gujarat,junagadh district,2018,4,112596,187291563.97802573
5526,district,gujarat,mahesana district,2018,4,529470,758586454.1320899
5527,district,gujarat,the dangs district,2018,4,13830,15606240.627526935
5528,district,gujarat,kheda district,2018,4,249181,339198462.57013136
5529,district,gujarat,surat district,2018,4,2225031,4270243993.924238
5530,district,gujarat,porbandar district,2018,4,37241,81446556.1063475
5531,district,gujarat,gandhinagar district,2018,4,693588,1143266870.1325016
5532,district,gujarat,panch mahals district,2018,4,171008,242488493.74769223
5533,district,gujarat,narmada district,2018,4,45497,67996133.59784442
5534,district,gujarat,gir somnath district,2018,4,111341,188801796.29554066
5535,district,gujarat,valsad district,2018,4,468363,753128666.5596428
5536,district,gujarat,mahisagar district,2018,4,54204,97344184.68192157
5537,district,gujarat,sabar kantha district,2018,4,221346,324435340.69529986
5538,district,gujarat,tapi district,2018,4,67133,101456950.93813746
5539,district,gujarat,vadodara district,2018,4,1047381,2063816597.5452976
5540,district,gujarat,banas kantha district,2018,4,529655,758278914.52389
5541,district,gujarat,amreli district,2018,4,158887,264690195.61403865
5542,district,gujarat,ahmadabad district,2018,4,3990090,6515656157.237562
5543,district,gujarat,dohad district,2018,4,81195,153961246.76764563
5544,district,gujarat,navsari district,2018,4,325071,581253728.2501203
5545,district,gujarat,patan district,2018,4,237077,312693116.5895891
5546,district,gujarat,kachchh district,2018,4,537116,1068486738.7583004
5547,district,gujarat,surendranagar district,2018,4,169568,237579417.08447012
5548,district,gujarat,morbi district,2018,4,138711,257863044.94200054
5549,district,gujarat,anand district,2019,1,653012,784555584.5080343
5550,district,gujarat,jamnagar district,2019,1,359824,549291108.7887383
5551,district,gujarat,devbhumi dwarka district,2019,1,91088,153486918.9480818
5552,district,gujarat,rajkot district,2019,1,709607,1144098817.8193035
5553,district,gujarat,aravallis district,2019,1,159845,204617220.15105847
5554,district,gujarat,chhotaudepur district,2019,1,45581,69194916.05947445
5555,district,gujarat,botad district,2019,1,199203,155914084.97123998
5556,district,gujarat,bharuch district,2019,1,926374,1330716993.7382002
5557,district,gujarat,bhavnagar district,2019,1,592732,696258524.4471675
5558,district,gujarat,junagadh district,2019,1,150708,216800157.42993787
5559,district,gujarat,mahesana district,2019,1,899763,1021313511.4526356
5560,district,gujarat,the dangs district,2019,1,19568,18627644.29669226
5561,district,gujarat,kheda district,2019,1,379687,445903742.8578031
5562,district,gujarat,surat district,2019,1,3283182,5664609103.880555
5563,district,gujarat,porbandar district,2019,1,54684,101598902.70628664
5564,district,gujarat,gandhinagar district,2019,1,1244457,1559852035.3782334
5565,district,gujarat,panch mahals district,2019,1,257869,301203291.8803916
5566,district,gujarat,narmada district,2019,1,58399,85405632.81124759
5567,district,gujarat,gir somnath district,2019,1,138776,226079479.8894506
5568,district,gujarat,valsad district,2019,1,750124,983591069.6663814
5569,district,gujarat,mahisagar district,2019,1,76233,118065255.3934778
5570,district,gujarat,sabar kantha district,2019,1,333162,419328099.1049222
5571,district,gujarat,tapi district,2019,1,91479,133128481.20662865
5572,district,gujarat,vadodara district,2019,1,1655864,2706612327.0766125
5573,district,gujarat,banas kantha district,2019,1,805139,1054321489.3685758
5574,district,gujarat,amreli district,2019,1,203985,276798873.9080144
5575,district,gujarat,ahmadabad district,2019,1,7894660,10956007756.562977
5576,district,gujarat,dohad district,2019,1,109362,194577548.24536207
5577,district,gujarat,navsari district,2019,1,1112006,1853217634.4572105
5578,district,gujarat,patan district,2019,1,386337,424462288.43225765
5579,district,gujarat,kachchh district,2019,1,895127,1364193288.246049
5580,district,gujarat,surendranagar district,2019,1,262050,311129095.2153812
5581,district,gujarat,morbi district,2019,1,191564,331119429.57845145
5582,district,gujarat,anand district,2019,2,484273,709119537.7817588
5583,district,gujarat,jamnagar district,2019,2,316899,592164920.0962113
5584,district,gujarat,devbhumi dwarka district,2019,2,78499,155560968.6583895
5585,district,gujarat,rajkot district,2019,2,724751,1400871094.6495595
5586,district,gujarat,aravallis district,2019,2,143867,227325626.31180274
5587,district,gujarat,chhotaudepur district,2019,2,46321,84888446.62520267
5588,district,gujarat,botad district,2019,2,149057,166584407.46578306
5589,district,gujarat,bharuch district,2019,2,747899,1317325972.015126
5590,district,gujarat,bhavnagar district,2019,2,484097,717336260.2716311
5591,district,gujarat,junagadh district,2019,2,138117,240011002.85565147
5592,district,gujarat,mahesana district,2019,2,715052,1095164063.6523905
5593,district,gujarat,the dangs district,2019,2,19973,23073707.04186769
5594,district,gujarat,kheda district,2019,2,320063,457968237.34213334
5595,district,gujarat,surat district,2019,2,3047988,6016899815.178611
5596,district,gujarat,porbandar district,2019,2,53378,115280306.6010556
5597,district,gujarat,gandhinagar district,2019,2,1205404,1791763499.6818066
5598,district,gujarat,panch mahals district,2019,2,208444,316294392.79472125
5599,district,gujarat,narmada district,2019,2,52784,88669390.67203797
5600,district,gujarat,gir somnath district,2019,2,129149,241920660.5921904
5601,district,gujarat,valsad district,2019,2,623926,1022853264.5995276
5602,district,gujarat,mahisagar district,2019,2,75377,141056088.12591818
5603,district,gujarat,sabar kantha district,2019,2,282442,470262635.302694
5604,district,gujarat,tapi district,2019,2,91641,143551067.8237598
5605,district,gujarat,vadodara district,2019,2,1717964,3251133813.8582134
5606,district,gujarat,banas kantha district,2019,2,642084,1108185173.7200396
5607,district,gujarat,amreli district,2019,2,174714,282379858.4829684
5608,district,gujarat,ahmadabad district,2019,2,11689965,19024891336.636116
5609,district,gujarat,dohad district,2019,2,100236,209828791.75933334
5610,district,gujarat,navsari district,2019,2,3136644,5394071895.487188
5611,district,gujarat,patan district,2019,2,306486,445014674.0740333
5612,district,gujarat,kachchh district,2019,2,688449,1389719506.4029193
5613,district,gujarat,surendranagar district,2019,2,215183,342155248.99469405
5614,district,gujarat,morbi district,2019,2,170716,337289553.7122574
5615,district,gujarat,anand district,2019,3,955946,948614191.2624347
5616,district,gujarat,jamnagar district,2019,3,418571,678420908.0813576
5617,district,gujarat,devbhumi dwarka district,2019,3,109620,187719710.83933586
5618,district,gujarat,rajkot district,2019,3,1022919,1587889777.799852
5619,district,gujarat,aravallis district,2019,3,210189,262414303.98607105
5620,district,gujarat,chhotaudepur district,2019,3,61668,92575348.45446932
5621,district,gujarat,botad district,2019,3,232943,190049304.40128577
5622,district,gujarat,bharuch district,2019,3,1040617,1624510953.9967766
5623,district,gujarat,bhavnagar district,2019,3,724401,857318691.0133656
5624,district,gujarat,junagadh district,2019,3,200701,276244464.0126623
5625,district,gujarat,mahesana district,2019,3,1012086,1334187013.0348892
5626,district,gujarat,the dangs district,2019,3,26638,28637120.169418044
5627,district,gujarat,kheda district,2019,3,571200,600186021.9814049
5628,district,gujarat,surat district,2019,3,4447301,7371726681.306206
5629,district,gujarat,porbandar district,2019,3,70391,131391520.3156455
5630,district,gujarat,gandhinagar district,2019,3,1850642,2359920414.1180134
5631,district,gujarat,panch mahals district,2019,3,265741,372599835.77697986
5632,district,gujarat,narmada district,2019,3,73335,108815184.7037895
5633,district,gujarat,gir somnath district,2019,3,169575,268990041.70831114
5634,district,gujarat,valsad district,2019,3,823075,1217502133.5696769
5635,district,gujarat,mahisagar district,2019,3,92788,147734027.57601643
5636,district,gujarat,sabar kantha district,2019,3,422296,565151924.857582
5637,district,gujarat,tapi district,2019,3,124784,453273908.54554343
5638,district,gujarat,vadodara district,2019,3,2407408,3950547763.5697803
5639,district,gujarat,banas kantha district,2019,3,909575,1343558301.6357625
5640,district,gujarat,amreli district,2019,3,244914,317090850.83197737
5641,district,gujarat,ahmadabad district,2019,3,14605589,23081622347.556786
5642,district,gujarat,dohad district,2019,3,144438,238896149.70514202
5643,district,gujarat,navsari district,2019,3,3007618,5936350631.711407
5644,district,gujarat,patan district,2019,3,596754,531383276.76570946
5645,district,gujarat,kachchh district,2019,3,861897,1601375840.5830657
5646,district,gujarat,surendranagar district,2019,3,287712,397315411.7410712
5647,district,gujarat,morbi district,2019,3,235317,398680908.6562626
5648,district,gujarat,anand district,2019,4,903182,1236581489.6519775
5649,district,gujarat,jamnagar district,2019,4,519408,886972036.7121593
