id,state,year,quarter,registeredUsers,appOpens,brand,userPercentage,userCount
1,India,2018,1,46877867,0,Xiaomi,0.254413,11926334
2,India,2018,1,46877867,0,Samsung,0.204988,9609401
3,India,2018,1,46877867,0,Vivo,0.125737,5894293
4,India,2018,1,46877867,0,Oppo,0.0955536,4479351
5,India,2018,1,46877867,0,Realme,0.0507034,2376866
6,India,2018,1,46877867,0,Apple,0.0389342,1825153
7,India,2018,1,46877867,0,Motorola,0.0339873,1593250
8,India,2018,1,46877867,0,OnePlus,0.0327749,1536418
9,India,2018,1,46877867,0,Lenovo,0.0265905,1246507
10,India,2018,1,46877867,0,Huawei,0.0172528,808774
11,India,2018,1,46877867,0,Others,0.119065,5581520
12,India,2018,2,63648311,0,Xiaomi,0.257925,16416511
13,India,2018,2,63648311,0,Samsung,0.203353,12943051
14,India,2018,2,63648311,0,Vivo,0.131426,8365074
15,India,2018,2,63648311,0,Oppo,0.0981421,6246581
16,India,2018,2,63648311,0,Realme,0.049738,3165738
17,India,2018,2,63648311,0,Apple,0.0365587,2326897
18,India,2018,2,63648311,0,Motorola,0.0329894,2099718
19,India,2018,2,63648311,0,OnePlus,0.0296966,1890141
20,India,2018,2,63648311,0,Lenovo,0.0255647,1627153
21,India,2018,2,63648311,0,Huawei,0.0173569,1104740
22,India,2018,2,63648311,0,Others,0.117249,7462707
23,India,2018,3,80010952,0,Xiaomi,0.260708,20859459
24,India,2018,3,80010952,0,Samsung,0.202827,16228372
25,India,2018,3,80010952,0,Vivo,0.138967,11118842
26,India,2018,3,80010952,0,Oppo,0.101282,8103650
27,India,2018,3,80010952,0,Realme,0.0495257,3962596
28,India,2018,3,80010952,0,Apple,0.0346826,2774989
29,India,2018,3,80010952,0,Motorola,0.0316116,2529272
30,India,2018,3,80010952,0,OnePlus,0.0278906,2231557
31,India,2018,3,80010952,0,Lenovo,0.0232178,1857680
32,India,2018,3,80010952,0,Huawei,0.0180491,1444125
33,India,2018,3,80010952,0,Others,0.11124,8900410
34,India,2018,4,102262055,0,Xiaomi,0.261188,26709586
35,India,2018,4,102262055,0,Samsung,0.202815,20740259
36,India,2018,4,102262055,0,Vivo,0.146358,14966905
37,India,2018,4,102262055,0,Oppo,0.105162,10754040
38,India,2018,4,102262055,0,Realme,0.0488717,4997725
39,India,2018,4,102262055,0,Apple,0.0335953,3435529
40,India,2018,4,102262055,0,Motorola,0.030216,3089947
41,India,2018,4,102262055,0,OnePlus,0.0260983,2668868
42,India,2018,4,102262055,0,Lenovo,0.0220736,2257295
43,India,2018,4,102262055,0,Huawei,0.0185765,1899667
44,India,2018,4,102262055,0,Others,0.105046,10742234
45,India,2019,1,123432699,0,Xiaomi,0.260676,32175910
46,India,2019,1,123432699,0,Samsung,0.20311,25070398
47,India,2019,1,123432699,0,Vivo,0.152137,18778714
48,India,2019,1,123432699,0,Oppo,0.108777,13426696
49,India,2019,1,123432699,0,Realme,0.0481927,5948556
50,India,2019,1,123432699,0,Apple,0.0324476,4005092
51,India,2019,1,123432699,0,Motorola,0.0286084,3531217
52,India,2019,1,123432699,0,OnePlus,0.0246459,3042107
53,India,2019,1,123432699,0,Lenovo,0.0206897,2553783
54,India,2019,1,123432699,0,Huawei,0.0191597,2364933
55,India,2019,1,123432699,0,Others,0.101556,12535293
56,India,2019,2,141808226,920413791,Xiaomi,0.260465,36936092
57,India,2019,2,141808226,920413791,Samsung,0.203494,28857066
58,India,2019,2,141808226,920413791,Vivo,0.156249,22157338
59,India,2019,2,141808226,920413791,Oppo,0.111397,15797055
60,India,2019,2,141808226,920413791,Realme,0.0481592,6829373
61,India,2019,2,141808226,920413791,Apple,0.0318133,4511382
62,India,2019,2,141808226,920413791,Motorola,0.0276225,3917097
63,India,2019,2,141808226,920413791,OnePlus,0.0234951,3331797
64,India,2019,2,141808226,920413791,Lenovo,0.0199328,2826639
65,India,2019,2,141808226,920413791,Huawei,0.019309,2738178
66,India,2019,2,141808226,920413791,Others,0.0980635,13906209
67,India,2019,3,159293934,3448366103,Xiaomi,0.260237,41454122
68,India,2019,3,159293934,3448366103,Samsung,0.202591,32271518
69,India,2019,3,159293934,3448366103,Vivo,0.160695,25597791
70,India,2019,3,159293934,3448366103,Oppo,0.113565,18090143
71,India,2019,3,159293934,3448366103,Realme,0.04929,7851606
72,India,2019,3,159293934,3448366103,Apple,0.0311993,4969855
73,India,2019,3,159293934,3448366103,Motorola,0.0263227,4193041
74,India,2019,3,159293934,3448366103,OnePlus,0.0226451,3607223
75,India,2019,3,159293934,3448366103,Huawei,0.0195649,3116564
76,India,2019,3,159293934,3448366103,Lenovo,0.0181572,2892338
77,India,2019,3,159293934,3448366103,Others,0.0957333,15249733
78,India,2019,4,178279085,4301071954,Xiaomi,0.259632,46286972
79,India,2019,4,178279085,4301071954,Samsung,0.20149,35921409
80,India,2019,4,178279085,4301071954,Vivo,0.165161,29444698
81,India,2019,4,178279085,4301071954,Oppo,0.116013,20682715
82,India,2019,4,178279085,4301071954,Realme,0.0514795,9177720
83,India,2019,4,178279085,4301071954,Apple,0.0300741,5361581
84,India,2019,4,178279085,4301071954,Motorola,0.0252093,4494286
85,India,2019,4,178279085,4301071954,OnePlus,0.0215018,3833328
86,India,2019,4,178279085,4301071954,Huawei,0.0195898,3492460
87,India,2019,4,178279085,4301071954,Lenovo,0.017176,3062118
88,India,2019,4,178279085,4301071954,Others,0.0926738,16521798
89,India,2020,1,197575164,4768944662,Xiaomi,0.258152,51004503
90,India,2020,1,197575164,4768944662,Samsung,0.20023,39560399
91,India,2020,1,197575164,4768944662,Vivo,0.169928,33573609
92,India,2020,1,197575164,4768944662,Oppo,0.118312,23375458
93,India,2020,1,197575164,4768944662,Realme,0.0535613,10582375
94,India,2020,1,197575164,4768944662,Apple,0.0291282,5755009
95,India,2020,1,197575164,4768944662,Motorola,0.024072,4756036
96,India,2020,1,197575164,4768944662,OnePlus,0.0203828,4027133
97,India,2020,1,197575164,4768944662,Huawei,0.0194909,3850925
98,India,2020,1,197575164,4768944662,Lenovo,0.016585,3276777
99,India,2020,1,197575164,4768944662,Others,0.0901578,17812940
100,India,2020,2,218996326,4357634272,Xiaomi,0.256638,56202867
101,India,2020,2,218996326,4357634272,Samsung,0.199586,43708551
102,India,2020,2,218996326,4357634272,Vivo,0.173945,38093292
103,India,2020,2,218996326,4357634272,Oppo,0.120728,26438928
104,India,2020,2,218996326,4357634272,Realme,0.0549546,12034857
105,India,2020,2,218996326,4357634272,Apple,0.0278534,6099798
106,India,2020,2,218996326,4357634272,Motorola,0.0231358,5066664
107,India,2020,2,218996326,4357634272,Huawei,0.0192277,4210805
108,India,2020,2,218996326,4357634272,OnePlus,0.0190731,4176941
109,India,2020,2,218996326,4357634272,Lenovo,0.0158582,3472895
110,India,2020,2,218996326,4357634272,Others,0.0890002,19490728
111,India,2020,3,241169683,5739326491,Xiaomi,0.254523,61383234
112,India,2020,3,241169683,5739326491,Samsung,0.199081,48012276
113,India,2020,3,241169683,5739326491,Vivo,0.179053,43182078
114,India,2020,3,241169683,5739326491,Oppo,0.122445,29530065
115,India,2020,3,241169683,5739326491,Realme,0.0569627,13737667
116,India,2020,3,241169683,5739326491,Apple,0.0270502,6523683
117,India,2020,3,241169683,5739326491,Motorola,0.0222397,5363550
118,India,2020,3,241169683,5739326491,Huawei,0.0189304,4565437
119,India,2020,3,241169683,5739326491,OnePlus,0.0181715,4382412
120,India,2020,3,241169683,5739326491,Lenovo,0.0152563,3679349
121,India,2020,3,241169683,5739326491,Others,0.0862875,20809932
122,India,2020,4,264271293,7461623162,Xiaomi,0.252436,66711711
123,India,2020,4,264271293,7461623162,Samsung,0.198958,52578970
124,India,2020,4,264271293,7461623162,Vivo,0.182427,48210115
125,India,2020,4,264271293,7461623162,Oppo,0.123676,32684041
126,India,2020,4,264271293,7461623162,Realme,0.0589952,15590747
127,India,2020,4,264271293,7461623162,Apple,0.0266876,7052763
128,India,2020,4,264271293,7461623162,Motorola,0.0213819,5650618
129,India,2020,4,264271293,7461623162,Huawei,0.0186014,4915828
130,India,2020,4,264271293,7461623162,OnePlus,0.0174866,4621214
131,India,2020,4,264271293,7461623162,Lenovo,0.0146825,3880170
132,India,2020,4,264271293,7461623162,Others,0.0846672,22375116
133,India,2021,1,284985430,8635508502,Xiaomi,0.251077,71553154
134,India,2021,1,284985430,8635508502,Samsung,0.197044,56154585
135,India,2021,1,284985430,8635508502,Vivo,0.187174,53341749
136,India,2021,1,284985430,8635508502,Oppo,0.124611,35512326
137,India,2021,1,284985430,8635508502,Realme,0.0615523,17541519
138,India,2021,1,284985430,8635508502,Apple,0.0265844,7576154
139,India,2021,1,284985430,8635508502,Motorola,0.0203273,5792974
140,India,2021,1,284985430,8635508502,Huawei,0.0180553,5145488
141,India,2021,1,284985430,8635508502,OnePlus,0.0171782,4895538
142,India,2021,1,284985430,8635508502,Lenovo,0.0137105,3907304
143,India,2021,1,284985430,8635508502,Others,0.0826872,23564639
144,India,2021,2,305258086,9630620549,Xiaomi,0.248801,75948492
145,India,2021,2,305258086,9630620549,Samsung,0.193753,59144667
146,India,2021,2,305258086,9630620549,Vivo,0.192121,58646521
147,India,2021,2,305258086,9630620549,Oppo,0.125804,38402777
148,India,2021,2,305258086,9630620549,Realme,0.0675476,20619455
149,India,2021,2,305258086,9630620549,Apple,0.0266771,8143414
150,India,2021,2,305258086,9630620549,Motorola,0.0188178,5744294
151,India,2021,2,305258086,9630620549,OnePlus,0.0175774,5365636
152,India,2021,2,305258086,9630620549,Huawei,0.0166055,5068955
153,India,2021,2,305258086,9630620549,Lenovo,0.0123446,3768280
154,India,2021,2,305258086,9630620549,Others,0.0799507,24405595
155,India,2021,3,328354923,12256377890,Xiaomi,0.245922,80749587
156,India,2021,3,328354923,12256377890,Vivo,0.198987,65338474
157,India,2021,3,328354923,12256377890,Samsung,0.186686,61299387
158,India,2021,3,328354923,12256377890,Oppo,0.128108,42064749
159,India,2021,3,328354923,12256377890,Realme,0.073658,24185973
160,India,2021,3,328354923,12256377890,Apple,0.0266577,8753177
161,India,2021,3,328354923,12256377890,OnePlus,0.0190859,6266945
162,India,2021,3,328354923,12256377890,Motorola,0.0172097,5650891
163,India,2021,3,328354923,12256377890,Huawei,0.0156121,5126319
164,India,2021,3,328354923,12256377890,Lenovo,0.0109191,3585329
165,India,2021,3,328354923,12256377890,Others,0.0771546,25334092
166,India,2021,4,351161395,15172529039,Xiaomi,0.241543,84820436
167,India,2021,4,351161395,15172529039,Vivo,0.203562,71483071
168,India,2021,4,351161395,15172529039,Samsung,0.181166,63618499
169,India,2021,4,351161395,15172529039,Oppo,0.129767,45569087
170,India,2021,4,351161395,15172529039,Realme,0.081689,28686022
171,India,2021,4,351161395,15172529039,Apple,0.028144,9883075
172,India,2021,4,351161395,15172529039,OnePlus,0.020441,7178086
173,India,2021,4,351161395,15172529039,Motorola,0.0160843,5648173
174,India,2021,4,351161395,15172529039,Huawei,0.0140411,4930699
175,India,2021,4,351161395,15172529039,Tecno,0.0108196,3799428
176,India,2021,4,351161395,15172529039,Others,0.0727438,25544819
177,India,2022,1,372951831,15724195113,Xiaomi,0.2371,88426997
178,India,2022,1,372951831,15724195113,Vivo,0.207063,77224616
179,India,2022,1,372951831,15724195113,Samsung,0.176663,65886728
180,India,2022,1,372951831,15724195113,Oppo,0.131636,49093857
181,India,2022,1,372951831,15724195113,Realme,0.0876403,32685615
182,India,2022,1,372951831,15724195113,Apple,0.0289057,10780434
183,India,2022,1,372951831,15724195113,OnePlus,0.0213822,7974546
184,India,2022,1,372951831,15724195113,Motorola,0.0150425,5610140
185,India,2022,1,372951831,15724195113,Huawei,0.0130928,4882972
186,India,2022,1,372951831,15724195113,Tecno,0.0122002,4550078
187,India,2022,1,372951831,15724195113,Others,0.069274,25835848
188,Andaman & Nicobar Islands,2018,1,6740,0,Xiaomi,0.247033,1665
189,Andaman & Nicobar Islands,2018,1,6740,0,Samsung,0.214392,1445
190,Andaman & Nicobar Islands,2018,1,6740,0,Vivo,0.145697,982
191,Andaman & Nicobar Islands,2018,1,6740,0,Oppo,0.0743323,501
192,Andaman & Nicobar Islands,2018,1,6740,0,OnePlus,0.0492582,332
193,Andaman & Nicobar Islands,2018,1,6740,0,Realme,0.0468843,316
194,Andaman & Nicobar Islands,2018,1,6740,0,Apple,0.0339763,229
195,Andaman & Nicobar Islands,2018,1,6740,0,Motorola,0.0335312,226
196,Andaman & Nicobar Islands,2018,1,6740,0,Lenovo,0.0299703,202
197,Andaman & Nicobar Islands,2018,1,6740,0,Huawei,0.0234421,158
198,Andaman & Nicobar Islands,2018,1,6740,0,Others,0.101484,684
199,Andaman & Nicobar Islands,2018,2,9405,0,Xiaomi,0.24487,2303
200,Andaman & Nicobar Islands,2018,2,9405,0,Samsung,0.204466,1923
201,Andaman & Nicobar Islands,2018,2,9405,0,Vivo,0.161935,1523
202,Andaman & Nicobar Islands,2018,2,9405,0,Oppo,0.0752791,708
203,Andaman & Nicobar Islands,2018,2,9405,0,OnePlus,0.0495481,466
204,Andaman & Nicobar Islands,2018,2,9405,0,Realme,0.0494418,465
205,Andaman & Nicobar Islands,2018,2,9405,0,Motorola,0.0339181,319
206,Andaman & Nicobar Islands,2018,2,9405,0,Apple,0.0327485,308
207,Andaman & Nicobar Islands,2018,2,9405,0,Lenovo,0.0259436,244
208,Andaman & Nicobar Islands,2018,2,9405,0,Huawei,0.0244551,230
209,Andaman & Nicobar Islands,2018,2,9405,0,Others,0.097395,916
210,Andaman & Nicobar Islands,2018,3,12149,0,Xiaomi,0.242818,2950
211,Andaman & Nicobar Islands,2018,3,12149,0,Samsung,0.198288,2409
212,Andaman & Nicobar Islands,2018,3,12149,0,Vivo,0.169808,2063
213,Andaman & Nicobar Islands,2018,3,12149,0,Oppo,0.0813236,988
214,Andaman & Nicobar Islands,2018,3,12149,0,OnePlus,0.0507861,617
215,Andaman & Nicobar Islands,2018,3,12149,0,Realme,0.0496337,603
216,Andaman & Nicobar Islands,2018,3,12149,0,Motorola,0.0321014,390
217,Andaman & Nicobar Islands,2018,3,12149,0,Apple,0.0305375,371
218,Andaman & Nicobar Islands,2018,3,12149,0,Huawei,0.0258457,314
219,Andaman & Nicobar Islands,2018,3,12149,0,Lenovo,0.0246111,299
220,Andaman & Nicobar Islands,2018,3,12149,0,Others,0.0942464,1145
221,Andaman & Nicobar Islands,2018,4,15222,0,Xiaomi,0.244317,3719
222,Andaman & Nicobar Islands,2018,4,15222,0,Samsung,0.192879,2936
223,Andaman & Nicobar Islands,2018,4,15222,0,Vivo,0.180134,2742
224,Andaman & Nicobar Islands,2018,4,15222,0,Oppo,0.0833005,1268
225,Andaman & Nicobar Islands,2018,4,15222,0,Realme,0.0499277,760
226,Andaman & Nicobar Islands,2018,4,15222,0,OnePlus,0.0473657,721
227,Andaman & Nicobar Islands,2018,4,15222,0,Motorola,0.0311391,474
228,Andaman & Nicobar Islands,2018,4,15222,0,Apple,0.0298909,455
229,Andaman & Nicobar Islands,2018,4,15222,0,Huawei,0.0261464,398
230,Andaman & Nicobar Islands,2018,4,15222,0,Lenovo,0.0247668,377
231,Andaman & Nicobar Islands,2018,4,15222,0,Others,0.0901327,1372
232,Andaman & Nicobar Islands,2019,1,18596,0,Xiaomi,0.246074,4576
233,Andaman & Nicobar Islands,2019,1,18596,0,Samsung,0.191815,3567
234,Andaman & Nicobar Islands,2019,1,18596,0,Vivo,0.183911,3420
235,Andaman & Nicobar Islands,2019,1,18596,0,Oppo,0.08604,1600
236,Andaman & Nicobar Islands,2019,1,18596,0,Realme,0.0482362,897
237,Andaman & Nicobar Islands,2019,1,18596,0,OnePlus,0.0459776,855
238,Andaman & Nicobar Islands,2019,1,18596,0,Motorola,0.0301678,561
239,Andaman & Nicobar Islands,2019,1,18596,0,Apple,0.0276941,515
240,Andaman & Nicobar Islands,2019,1,18596,0,Huawei,0.0276941,515
241,Andaman & Nicobar Islands,2019,1,18596,0,Lenovo,0.0229082,426
242,Andaman & Nicobar Islands,2019,1,18596,0,Others,0.0894816,1664
243,Andaman & Nicobar Islands,2019,2,21731,52640,Xiaomi,0.243707,5296
244,Andaman & Nicobar Islands,2019,2,21731,52640,Samsung,0.191662,4165
245,Andaman & Nicobar Islands,2019,2,21731,52640,Vivo,0.188763,4102
246,Andaman & Nicobar Islands,2019,2,21731,52640,Oppo,0.0876628,1905
247,Andaman & Nicobar Islands,2019,2,21731,52640,Realme,0.0465694,1012
248,Andaman & Nicobar Islands,2019,2,21731,52640,OnePlus,0.0437163,950
249,Andaman & Nicobar Islands,2019,2,21731,52640,Huawei,0.0296351,644
250,Andaman & Nicobar Islands,2019,2,21731,52640,Motorola,0.0289908,630
251,Andaman & Nicobar Islands,2019,2,21731,52640,Apple,0.0261838,569
252,Andaman & Nicobar Islands,2019,2,21731,52640,Lenovo,0.0219502,477
253,Andaman & Nicobar Islands,2019,2,21731,52640,Others,0.0911601,1981
254,Andaman & Nicobar Islands,2019,3,23931,171107,Xiaomi,0.243157,5819
255,Andaman & Nicobar Islands,2019,3,23931,171107,Vivo,0.195771,4685
256,Andaman & Nicobar Islands,2019,3,23931,171107,Samsung,0.188375,4508
257,Andaman & Nicobar Islands,2019,3,23931,171107,Oppo,0.0880866,2108
258,Andaman & Nicobar Islands,2019,3,23931,171107,Realme,0.0483891,1158
259,Andaman & Nicobar Islands,2019,3,23931,171107,OnePlus,0.0436672,1045
260,Andaman & Nicobar Islands,2019,3,23931,171107,Huawei,0.0302954,725
261,Andaman & Nicobar Islands,2019,3,23931,171107,Motorola,0.0275793,660
262,Andaman & Nicobar Islands,2019,3,23931,171107,Apple,0.0263257,630
263,Andaman & Nicobar Islands,2019,3,23931,171107,Lenovo,0.020183,483
264,Andaman & Nicobar Islands,2019,3,23931,171107,Others,0.0881702,2110
265,Andaman & Nicobar Islands,2019,4,25960,177012,Xiaomi,0.241102,6259
266,Andaman & Nicobar Islands,2019,4,25960,177012,Vivo,0.199923,5190
267,Andaman & Nicobar Islands,2019,4,25960,177012,Samsung,0.188752,4900
268,Andaman & Nicobar Islands,2019,4,25960,177012,Oppo,0.0897149,2329
269,Andaman & Nicobar Islands,2019,4,25960,177012,Realme,0.0511941,1329
270,Andaman & Nicobar Islands,2019,4,25960,177012,OnePlus,0.0432974,1124
271,Andaman & Nicobar Islands,2019,4,25960,177012,Huawei,0.0307396,798
272,Andaman & Nicobar Islands,2019,4,25960,177012,Motorola,0.0262712,682
273,Andaman & Nicobar Islands,2019,4,25960,177012,Apple,0.0261171,678
274,Andaman & Nicobar Islands,2019,4,25960,177012,Lenovo,0.0187982,488
275,Andaman & Nicobar Islands,2019,4,25960,177012,Others,0.0840909,2183
276,Andaman & Nicobar Islands,2020,1,28368,193586,Xiaomi,0.239812,6803
277,Andaman & Nicobar Islands,2020,1,28368,193586,Vivo,0.207276,5880
278,Andaman & Nicobar Islands,2020,1,28368,193586,Samsung,0.188064,5335
279,Andaman & Nicobar Islands,2020,1,28368,193586,Oppo,0.0901368,2557
280,Andaman & Nicobar Islands,2020,1,28368,193586,Realme,0.0532642,1511
281,Andaman & Nicobar Islands,2020,1,28368,193586,OnePlus,0.0417372,1184
282,Andaman & Nicobar Islands,2020,1,28368,193586,Huawei,0.0314086,891
283,Andaman & Nicobar Islands,2020,1,28368,193586,Apple,0.0259095,735
284,Andaman & Nicobar Islands,2020,1,28368,193586,Motorola,0.0252045,715
285,Andaman & Nicobar Islands,2020,1,28368,193586,Lenovo,0.0176255,500
286,Andaman & Nicobar Islands,2020,1,28368,193586,Others,0.0795615,2257
287,Andaman & Nicobar Islands,2020,2,32710,305072,Xiaomi,0.238612,7805
288,Andaman & Nicobar Islands,2020,2,32710,305072,Vivo,0.217732,7122
289,Andaman & Nicobar Islands,2020,2,32710,305072,Samsung,0.184347,6030
290,Andaman & Nicobar Islands,2020,2,32710,305072,Oppo,0.0909813,2976
291,Andaman & Nicobar Islands,2020,2,32710,305072,Realme,0.0538367,1761
292,Andaman & Nicobar Islands,2020,2,32710,305072,OnePlus,0.0388566,1271
293,Andaman & Nicobar Islands,2020,2,32710,305072,Huawei,0.0307245,1005
294,Andaman & Nicobar Islands,2020,2,32710,305072,Apple,0.0242128,792
295,Andaman & Nicobar Islands,2020,2,32710,305072,Motorola,0.0238153,779
296,Andaman & Nicobar Islands,2020,2,32710,305072,Lenovo,0.0168756,552
297,Andaman & Nicobar Islands,2020,2,32710,305072,Others,0.0800061,2617
298,Andaman & Nicobar Islands,2020,3,41335,515565,Xiaomi,0.236942,9794
299,Andaman & Nicobar Islands,2020,3,41335,515565,Vivo,0.231184,9556
300,Andaman & Nicobar Islands,2020,3,41335,515565,Samsung,0.183186,7572
301,Andaman & Nicobar Islands,2020,3,41335,515565,Oppo,0.0902383,3730
302,Andaman & Nicobar Islands,2020,3,41335,515565,Realme,0.05528,2285
303,Andaman & Nicobar Islands,2020,3,41335,515565,OnePlus,0.0348373,1440
304,Andaman & Nicobar Islands,2020,3,41335,515565,Huawei,0.0293456,1213
305,Andaman & Nicobar Islands,2020,3,41335,515565,Motorola,0.0219427,907
306,Andaman & Nicobar Islands,2020,3,41335,515565,Apple,0.0210475,870
307,Andaman & Nicobar Islands,2020,3,41335,515565,Lenovo,0.0146607,606
308,Andaman & Nicobar Islands,2020,3,41335,515565,Others,0.0813354,3362
309,Andaman & Nicobar Islands,2020,4,52396,887208,Xiaomi,0.236621,12398
310,Andaman & Nicobar Islands,2020,4,52396,887208,Vivo,0.234274,12275
311,Andaman & Nicobar Islands,2020,4,52396,887208,Samsung,0.189671,9938
312,Andaman & Nicobar Islands,2020,4,52396,887208,Oppo,0.0901405,4723
313,Andaman & Nicobar Islands,2020,4,52396,887208,Realme,0.0571799,2996
314,Andaman & Nicobar Islands,2020,4,52396,887208,OnePlus,0.0312619,1638
315,Andaman & Nicobar Islands,2020,4,52396,887208,Huawei,0.0280937,1472
316,Andaman & Nicobar Islands,2020,4,52396,887208,Motorola,0.0196962,1032
317,Andaman & Nicobar Islands,2020,4,52396,887208,Apple,0.0185701,973
318,Andaman & Nicobar Islands,2020,4,52396,887208,Lenovo,0.0135125,708
319,Andaman & Nicobar Islands,2020,4,52396,887208,Others,0.0809795,4243
320,Andaman & Nicobar Islands,2021,1,57758,1004336,Vivo,0.239136,13812
321,Andaman & Nicobar Islands,2021,1,57758,1004336,Xiaomi,0.237439,13714
322,Andaman & Nicobar Islands,2021,1,57758,1004336,Samsung,0.188043,10861
323,Andaman & Nicobar Islands,2021,1,57758,1004336,Oppo,0.0893036,5158
324,Andaman & Nicobar Islands,2021,1,57758,1004336,Realme,0.0591953,3419
325,Andaman & Nicobar Islands,2021,1,57758,1004336,OnePlus,0.030697,1773
326,Andaman & Nicobar Islands,2021,1,57758,1004336,Huawei,0.0272689,1575
327,Andaman & Nicobar Islands,2021,1,57758,1004336,Motorola,0.0183871,1062
328,Andaman & Nicobar Islands,2021,1,57758,1004336,Apple,0.0182832,1056
329,Andaman & Nicobar Islands,2021,1,57758,1004336,Tecno,0.0137816,796
330,Andaman & Nicobar Islands,2021,1,57758,1004336,Others,0.0784653,4532
331,Andaman & Nicobar Islands,2021,2,62095,2248223,Vivo,0.242467,15056
332,Andaman & Nicobar Islands,2021,2,62095,2248223,Xiaomi,0.238151,14788
333,Andaman & Nicobar Islands,2021,2,62095,2248223,Samsung,0.184814,11476
334,Andaman & Nicobar Islands,2021,2,62095,2248223,Oppo,0.0878654,5456
335,Andaman & Nicobar Islands,2021,2,62095,2248223,Realme,0.064965,4034
336,Andaman & Nicobar Islands,2021,2,62095,2248223,OnePlus,0.0319027,1981
337,Andaman & Nicobar Islands,2021,2,62095,2248223,Huawei,0.0251067,1559
338,Andaman & Nicobar Islands,2021,2,62095,2248223,Apple,0.0185683,1153
339,Andaman & Nicobar Islands,2021,2,62095,2248223,Motorola,0.016974,1054
340,Andaman & Nicobar Islands,2021,2,62095,2248223,Tecno,0.0156856,974
341,Andaman & Nicobar Islands,2021,2,62095,2248223,Others,0.0735003,4564
342,Andaman & Nicobar Islands,2021,3,66982,3121625,Vivo,0.245006,16411
343,Andaman & Nicobar Islands,2021,3,66982,3121625,Xiaomi,0.237945,15938
344,Andaman & Nicobar Islands,2021,3,66982,3121625,Samsung,0.179571,12028
345,Andaman & Nicobar Islands,2021,3,66982,3121625,Oppo,0.0873817,5853
346,Andaman & Nicobar Islands,2021,3,66982,3121625,Realme,0.0717805,4808
347,Andaman & Nicobar Islands,2021,3,66982,3121625,OnePlus,0.0344272,2306
348,Andaman & Nicobar Islands,2021,3,66982,3121625,Huawei,0.0233943,1567
349,Andaman & Nicobar Islands,2021,3,66982,3121625,Apple,0.0191544,1283
350,Andaman & Nicobar Islands,2021,3,66982,3121625,Tecno,0.0175868,1178
351,Andaman & Nicobar Islands,2021,3,66982,3121625,Motorola,0.0151832,1017
352,Andaman & Nicobar Islands,2021,3,66982,3121625,Others,0.0685707,4593
353,Andaman & Nicobar Islands,2021,4,71780,2112910,Vivo,0.245152,17597
354,Andaman & Nicobar Islands,2021,4,71780,2112910,Xiaomi,0.236389,16968
355,Andaman & Nicobar Islands,2021,4,71780,2112910,Samsung,0.175174,12574
356,Andaman & Nicobar Islands,2021,4,71780,2112910,Oppo,0.085358,6127
357,Andaman & Nicobar Islands,2021,4,71780,2112910,Realme,0.0812204,5830
358,Andaman & Nicobar Islands,2021,4,71780,2112910,OnePlus,0.0374896,2691
359,Andaman & Nicobar Islands,2021,4,71780,2112910,Apple,0.0207579,1490
360,Andaman & Nicobar Islands,2021,4,71780,2112910,Huawei,0.020326,1459
361,Andaman & Nicobar Islands,2021,4,71780,2112910,Tecno,0.0197409,1417
362,Andaman & Nicobar Islands,2021,4,71780,2112910,Motorola,0.0146977,1055
363,Andaman & Nicobar Islands,2021,4,71780,2112910,Others,0.0636946,4572
364,Andaman & Nicobar Islands,2022,1,76288,3847407,Vivo,0.244966,18688
365,Andaman & Nicobar Islands,2022,1,76288,3847407,Xiaomi,0.235384,17957
366,Andaman & Nicobar Islands,2022,1,76288,3847407,Samsung,0.169817,12955
367,Andaman & Nicobar Islands,2022,1,76288,3847407,Realme,0.0887296,6769
368,Andaman & Nicobar Islands,2022,1,76288,3847407,Oppo,0.0846922,6461
369,Andaman & Nicobar Islands,2022,1,76288,3847407,OnePlus,0.0393902,3005
370,Andaman & Nicobar Islands,2022,1,76288,3847407,Tecno,0.0232016,1770
371,Andaman & Nicobar Islands,2022,1,76288,3847407,Apple,0.0214188,1634
372,Andaman & Nicobar Islands,2022,1,76288,3847407,Huawei,0.0188889,1441
373,Andaman & Nicobar Islands,2022,1,76288,3847407,Motorola,0.0137636,1050
374,Andaman & Nicobar Islands,2022,1,76288,3847407,Others,0.0597473,4558
375,Andhra Pradesh,2018,1,3336450,0,Xiaomi,0.25074,836581
376,Andhra Pradesh,2018,1,3336450,0,Samsung,0.204915,683687
377,Andhra Pradesh,2018,1,3336450,0,Vivo,0.127668,425959
378,Andhra Pradesh,2018,1,3336450,0,Oppo,0.0912608,304487
379,Andhra Pradesh,2018,1,3336450,0,Realme,0.0709275,236646
380,Andhra Pradesh,2018,1,3336450,0,Motorola,0.0388853,129739
381,Andhra Pradesh,2018,1,3336450,0,OnePlus,0.03879,129421
382,Andhra Pradesh,2018,1,3336450,0,Apple,0.0369477,123274
383,Andhra Pradesh,2018,1,3336450,0,Lenovo,0.0252178,84138
384,Andhra Pradesh,2018,1,3336450,0,Huawei,0.0229747,76654
385,Andhra Pradesh,2018,1,3336450,0,Others,0.0916735,305864
386,Andhra Pradesh,2018,2,4402540,0,Xiaomi,0.25299,1113800
387,Andhra Pradesh,2018,2,4402540,0,Samsung,0.205175,903290
388,Andhra Pradesh,2018,2,4402540,0,Vivo,0.133324,586965
